City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Jumla,29.2747,82.1838,45.05,50,2,6.33,NP,2022-04-15 21:26:48
296,Jinchang,38.4953,102.1739,43.0,70,89,2.73,CN,2022-04-15 21:26:49
297,Khovu-Aksy,51.1333,93.6,29.21,48,42,3.85,RU,2022-04-15 21:26:49
298,Cedar City,37.6775,-113.0619,61.77,20,0,18.41,US,2022-04-15 21:24:21
299,Tual,-5.6667,132.75,83.91,69,100,3.24,ID,2022-04-15 21:26:49
300,Codrington,-38.2667,141.9667,57.22,95,55,4.72,AU,2022-04-15 21:26:50
301,Benoy,8.9833,16.3199,87.75,40,25,9.48,TD,2022-04-15 21:26:50
302,Manggar,-2.8833,108.2667,79.16,81,100,3.76,ID,2022-04-15 21:26:51
303,Santa Rosa,14.3122,121.1114,81.01,79,85,3.91,PH,2022-04-15 21:26:51
304,Dubuque,42.4833,-90.8668,41.45,46,100,14.97,US,2022-04-15 21:25:59
305,Margate,51.3813,1.3862,53.31,89,36,1.01,GB,2022-04-15 21:26:51
306,Alta Floresta,-9.8756,-56.0861,77.38,92,37,3.56,BR,2022-04-15 21:26:52
307,Aksu,41.1231,80.2644,62.69,17,77,7.0,CN,2022-04-15 21:26:52
308,Brattleboro,42.8509,-72.5579,66.22,21,68,10.0,US,2022-04-15 21:26:52
309,Garhi Khairo,28.0606,67.9803,89.38,4,0,7.25,PK,2022-04-15 21:26:53
310,Birobidzhan,48.8,132.95,36.68,83,100,3.56,RU,2022-04-15 21:26:53
311,Mastic Beach,40.7668,-72.8521,64.54,52,0,16.11,US,2022-04-15 21:26:53
312,Havoysund,70.9963,24.6622,39.43,92,100,26.89,NO,2022-04-15 21:26:54
313,Nsanje,-16.92,35.262,75.65,91,0,3.11,MW,2022-04-15 21:26:54
314,Ust-Kuyga,70.0167,135.6,-11.96,100,99,3.33,RU,2022-04-15 21:26:54
315,Bonavista,48.6499,-53.1147,33.4,76,45,14.14,CA,2022-04-15 21:22:01
316,Nanortalik,60.1432,-45.2371,27.03,69,92,5.12,GL,2022-04-15 21:27:55
317,Kushima,31.4583,131.2333,56.34,89,100,3.65,JP,2022-04-15 21:27:55
318,Kenai,60.5544,-151.2583,44.02,51,100,3.44,US,2022-04-15 21:27:55
319,Nioro,13.35,-15.75,81.57,38,33,12.26,GM,2022-04-15 21:27:56
320,Atbasar,51.8,68.3333,55.67,46,88,9.73,KZ,2022-04-15 21:27:56
321,Sao Filipe,14.8961,-24.4956,71.53,75,5,8.9,CV,2022-04-15 21:27:56
322,Yzeure,46.5644,3.355,54.1,89,11,4.09,FR,2022-04-15 21:27:57
323,Mullovka,54.2,49.4,31.82,90,28,7.92,RU,2022-04-15 21:27:57
324,Souillac,-20.5167,57.5167,77.38,78,75,14.97,MU,2022-04-15 21:27:57
325,Kadyy,57.787,43.1903,28.45,94,35,3.85,RU,2022-04-15 21:27:58
326,Bida,9.0833,6.0167,88.02,50,75,3.56,NG,2022-04-15 21:27:58
327,Kodiak,57.79,-152.4072,40.51,87,100,9.22,US,2022-04-15 21:27:58
328,Pevek,69.7008,170.3133,11.62,91,30,3.27,RU,2022-04-15 21:27:59
329,Cavalcante,-13.7975,-47.4583,72.9,85,100,1.41,BR,2022-04-15 21:27:59
330,Llanes,43.4198,-4.7549,58.01,89,3,5.5,ES,2022-04-15 21:27:59
331,Pangoa,-12.1167,-73.0,75.25,73,91,2.62,PE,2022-04-15 21:23:12
332,Zholymbet,51.7433,71.7122,56.08,37,96,10.36,KZ,2022-04-15 21:28:00
333,Grand Falls,47.0461,-67.7418,54.01,64,87,11.81,CA,2022-04-15 21:28:00
334,Coari,-4.085,-63.1414,78.53,94,96,1.97,BR,2022-04-15 21:28:00
335,Carutapera,-1.195,-46.02,77.14,91,100,6.35,BR,2022-04-15 21:28:01
336,Hambantota,6.1241,81.1185,77.34,100,18,2.3,LK,2022-04-15 21:28:01
337,Deputatskiy,69.3,139.9,4.41,83,100,1.14,RU,2022-04-15 21:28:01
338,Bouna,9.2667,-3.0,83.16,54,91,8.23,CI,2022-04-15 21:28:02
339,Pemba,-12.974,40.5178,81.3,83,20,6.91,MZ,2022-04-15 21:28:02
340,Santiago,-33.4569,-70.6483,70.99,48,0,10.36,CL,2022-04-15 21:27:21
341,Hamilton,39.1834,-84.5333,70.5,23,0,20.71,US,2022-04-15 21:28:02
342,Ahipara,-35.1667,173.1667,60.46,64,100,4.43,NZ,2022-04-15 21:23:10
343,Beaupre,47.0443,-70.8953,54.7,43,39,6.91,CA,2022-04-15 21:28:03
344,Yulara,-25.2406,130.9889,71.44,37,38,5.75,AU,2022-04-15 21:28:03
345,Dhangadhi,28.7079,80.5961,76.23,17,0,3.31,NP,2022-04-15 21:28:04
346,Bandarbeyla,9.4942,50.8122,82.02,83,83,7.96,SO,2022-04-15 21:25:21
347,Tautira,-17.7333,-149.15,80.67,74,15,15.21,PF,2022-04-15 21:28:04
348,Chifeng,42.2683,118.9636,41.52,22,0,10.04,CN,2022-04-15 21:28:04
349,Prieska,-29.6641,22.7474,57.42,60,62,20.98,ZA,2022-04-15 21:28:05
350,Massaguet,12.4755,15.4365,90.99,25,70,5.37,TD,2022-04-15 21:28:05
351,Ishim,56.1128,69.4902,58.17,47,100,13.31,RU,2022-04-15 21:28:05
352,Port Hardy,50.6996,-127.4199,46.58,61,40,9.22,CA,2022-04-15 21:23:36
353,Inuvik,68.3499,-133.7218,0.36,65,20,5.75,CA,2022-04-15 21:28:06
354,Shingu,33.7333,135.9833,51.89,83,72,7.23,JP,2022-04-15 21:28:06
355,Panaba,21.2833,-88.2667,96.62,34,67,15.79,MX,2022-04-15 21:28:06
356,Maxixe,-23.8597,35.3472,75.15,95,92,1.34,MZ,2022-04-15 21:28:07
357,Arraial Do Cabo,-22.9661,-42.0278,73.26,64,20,19.57,BR,2022-04-15 21:28:07
358,Maraa,-1.8333,-65.3667,79.39,93,81,2.13,BR,2022-04-15 21:28:07
359,Ginda,30.6945,78.4932,50.4,57,44,8.97,IN,2022-04-15 21:28:08
360,Kamaishi,39.2667,141.8833,38.44,90,100,15.5,JP,2022-04-15 21:29:08
361,Vaitape,-16.5167,-151.75,82.02,72,3,17.63,PF,2022-04-15 21:29:08
362,Pandan,14.0453,124.1694,77.67,80,39,5.73,PH,2022-04-15 21:29:09
363,Byron Bay,-28.65,153.6167,62.94,80,96,7.96,AU,2022-04-15 21:24:12
364,Elizabeth City,36.2946,-76.2511,68.02,38,0,13.8,US,2022-04-15 21:29:09
365,Vardadzor,40.187,45.1921,35.83,79,51,7.54,AM,2022-04-15 21:29:09
366,Nantucket,41.2835,-70.0995,59.05,58,0,16.11,US,2022-04-15 21:26:00
367,Taseyevo,57.2169,94.8978,32.22,95,87,1.59,RU,2022-04-15 21:29:10
368,Rio Gallegos,-51.6226,-69.2181,51.85,76,40,18.41,AR,2022-04-15 21:29:11
369,Rudnaya Pristan,44.3614,135.8116,37.31,71,0,2.53,RU,2022-04-15 21:29:11
370,Norwich,52.6278,1.2983,48.25,88,68,7.0,GB,2022-04-15 21:29:11
371,Ucluelet,48.9329,-125.5528,49.08,76,21,3.0,CA,2022-04-15 21:27:11
372,Roma,43.2128,-75.4557,59.95,46,100,4.0,US,2022-04-15 21:27:09
373,Ploemeur,47.7333,-3.4333,58.82,82,0,9.22,FR,2022-04-15 21:29:12
374,Donduseni,48.2427,27.6101,55.11,77,100,11.56,MD,2022-04-15 21:29:13
375,Talnakh,69.4865,88.3972,25.21,96,89,6.91,RU,2022-04-15 21:29:13
376,Russell,32.3502,-85.1999,81.68,29,0,0.0,US,2022-04-15 21:29:13
377,Manadhoo,5.7667,73.3833,84.02,73,25,9.35,MV,2022-04-15 21:29:14
378,Trairi,-3.2778,-39.2689,78.91,81,42,5.66,BR,2022-04-15 21:29:14
379,Omsukchan,62.5333,155.8,9.7,95,100,3.91,RU,2022-04-15 21:29:15
380,Mattru,7.6244,-11.8332,78.85,80,36,5.1,SL,2022-04-15 21:29:15
381,Ostuacan,17.4167,-93.3,87.69,58,50,6.53,MX,2022-04-15 21:29:15
382,Ordynskoye,54.3656,81.8994,42.57,71,5,6.35,RU,2022-04-15 21:29:16
383,Sussex,41.1834,-74.6663,68.16,24,0,14.0,US,2022-04-15 21:29:16
384,Golynki,54.8696,31.3861,37.99,96,100,12.8,RU,2022-04-15 21:29:17
385,Tena,-0.9833,-77.8167,84.36,87,84,3.2,EC,2022-04-15 21:29:17
386,Lingyuan,41.24,119.4011,42.48,20,0,5.06,CN,2022-04-15 21:29:17
387,Jesus Maria,-30.9815,-64.0942,65.52,33,13,11.52,AR,2022-04-15 21:29:18
388,Victoria Point,-27.5833,153.3,65.52,89,80,3.0,AU,2022-04-15 21:29:18
389,College,64.8569,-147.8028,36.07,38,40,16.11,US,2022-04-15 21:29:18
390,Lewisporte,49.2499,-55.0482,49.71,89,100,3.6,CA,2022-04-15 21:29:19
391,Inyonga,-6.7167,32.0667,70.41,76,100,4.72,TZ,2022-04-15 21:29:19
392,Sinnamary,5.3833,-52.95,78.98,82,96,10.89,GF,2022-04-15 21:29:19
393,Port Macquarie,-31.4333,152.9167,57.88,83,74,6.15,AU,2022-04-15 21:29:20
394,Sheridan,44.8333,-106.9173,26.92,66,100,3.44,US,2022-04-15 21:29:20
395,Tarko-Sale,64.9225,77.785,30.4,98,100,6.93,RU,2022-04-15 21:29:21
396,Mongoumba,3.6415,18.5936,72.59,79,74,2.28,CF,2022-04-15 21:29:21
397,Zaterechnyy,44.7931,45.2097,45.9,90,19,7.27,RU,2022-04-15 21:29:21
398,San Andres,12.5847,-81.7006,86.02,66,20,14.97,CO,2022-04-15 21:29:14
399,Pisco,-13.7,-76.2167,70.02,73,0,21.85,PE,2022-04-15 21:29:22
400,Kaduqli,11.0167,29.7167,84.85,48,100,9.35,SD,2022-04-15 21:29:22
401,Dingle,10.9995,122.6711,75.49,89,90,3.18,PH,2022-04-15 21:29:23
402,Qaqortoq,60.7167,-46.0333,28.08,67,33,3.38,GL,2022-04-15 21:29:23
403,Portland,45.5234,-122.6762,55.83,53,40,5.75,US,2022-04-15 21:29:23
404,Kawalu,-7.3817,108.2082,71.83,97,91,1.66,ID,2022-04-15 21:29:24
405,Saint-Georges,12.0564,-61.7485,82.08,74,20,21.85,GD,2022-04-15 21:29:24
406,Camana,-16.6228,-72.7111,69.26,78,73,10.29,PE,2022-04-15 21:30:25
407,Savinka,50.0785,47.0994,45.14,76,43,6.38,RU,2022-04-15 21:30:25
408,Madera,37.1666,-119.8343,74.25,33,24,7.9,US,2022-04-15 21:30:25
409,Cutervo,-6.379,-78.8157,57.9,83,76,4.5,PE,2022-04-15 21:30:26
410,Zhigansk,66.7697,123.3711,0.37,96,59,11.01,RU,2022-04-15 21:26:30
411,Rochegda,62.8,43.25,22.1,93,13,5.41,RU,2022-04-15 21:30:26
412,Jaroslaw,50.0162,22.6778,48.79,93,70,5.93,PL,2022-04-15 21:30:27
413,Karaidel,55.8337,56.9069,38.55,97,100,12.24,RU,2022-04-15 21:30:27
414,Ban Tak,17.0432,99.0813,76.23,75,6,5.75,TH,2022-04-15 21:30:27
415,Batagay,67.6333,134.6333,4.32,96,100,3.47,RU,2022-04-15 21:30:28
416,Sarankhola,22.3082,89.7897,79.3,88,54,7.96,BD,2022-04-15 21:30:28
417,Petrov Val,50.1434,45.2096,45.01,75,35,4.56,RU,2022-04-15 21:30:28
418,Houma,29.5958,-90.7195,81.0,76,75,16.11,US,2022-04-15 21:29:56
419,Tokur,53.1333,132.9,24.48,95,100,1.7,RU,2022-04-15 21:30:29
420,Uvira,-3.4067,29.1458,72.97,90,100,3.15,CD,2022-04-15 21:30:29
421,Nalut,30.3333,10.85,62.8,41,0,13.47,LY,2022-04-15 21:30:29
422,Port Keats,-14.25,129.55,79.34,80,65,5.48,AU,2022-04-15 21:27:48
423,Marsh Harbour,26.5412,-77.0636,70.11,86,100,15.3,BS,2022-04-15 21:30:30
424,Arinos,-15.9169,-46.1056,79.14,63,100,2.64,BR,2022-04-15 21:30:30
425,Iralaya,15.0,-83.2333,82.8,66,100,9.95,HN,2022-04-15 21:30:31
426,Biggar,55.6167,-3.5167,56.89,92,100,4.85,GB,2022-04-15 21:30:31
427,Sakakah,29.9697,40.2064,69.37,20,2,8.66,SA,2022-04-15 21:30:31
428,Srednekolymsk,67.45,153.6833,12.58,91,94,4.45,RU,2022-04-15 21:30:32
429,Neyshabur,36.2133,58.7958,66.63,34,100,3.6,IR,2022-04-15 21:30:32
430,Secunda,-26.55,29.1667,56.32,86,3,5.01,ZA,2022-04-15 21:30:32
431,Kenora,49.8167,-94.4337,20.37,73,100,11.5,CA,2022-04-15 21:27:49
432,Provideniya,64.3833,-173.3,32.85,95,100,28.48,RU,2022-04-15 21:30:33
433,Yuzhnyy,53.2542,83.6936,50.38,27,0,8.95,RU,2022-04-15 21:30:33
434,Canton,23.1167,113.25,73.35,66,100,12.71,CN,2022-04-15 21:30:07
435,Sao Miguel Do Araguaia,-13.275,-50.1628,77.31,81,96,2.04,BR,2022-04-15 21:30:33
436,Payo,-3.7508,103.6372,72.91,98,100,1.39,ID,2022-04-15 21:30:34
437,Sal Rei,16.1833,-22.9167,69.12,79,10,13.22,CV,2022-04-15 21:30:34
438,Altay,47.8667,88.1167,35.06,32,0,8.88,CN,2022-04-15 21:30:34
439,Mbini,1.574,9.6134,79.79,82,92,4.99,GQ,2022-04-15 21:30:35
440,Luba,3.4568,8.5547,78.69,81,75,8.12,GQ,2022-04-15 21:30:35
441,Mahibadhoo,3.7833,72.9667,83.66,74,91,7.23,MV,2022-04-15 21:30:35
442,Holme,56.1138,10.1725,37.18,87,9,3.09,DK,2022-04-15 21:30:36
443,Teguldet,57.3064,88.1667,29.86,99,93,3.02,RU,2022-04-15 21:30:36
444,Beroroha,-21.6667,45.1667,74.97,75,36,3.62,MG,2022-04-15 21:30:36
445,Emerald,-23.5333,148.1667,64.54,77,40,4.61,AU,2022-04-15 21:30:37
446,Chicama,-7.8447,-79.1469,63.14,68,50,10.25,PE,2022-04-15 21:30:37
447,Lima,-12.0432,-77.0282,73.38,81,0,16.11,PE,2022-04-15 21:27:24
448,Makow Mazowiecki,52.8649,21.1005,44.6,92,100,15.5,PL,2022-04-15 21:30:37
449,Concepcion,-36.827,-73.0498,57.0,67,100,1.14,CL,2022-04-15 21:29:24
450,Andenes,69.3143,16.1194,35.58,75,75,11.5,NO,2022-04-15 21:30:38
451,Trujillo,-8.116,-79.03,64.36,88,100,12.66,PE,2022-04-15 21:30:38
452,Yerbogachen,61.2767,108.0108,15.85,94,100,1.9,RU,2022-04-15 21:30:38
453,Urusha,54.05,122.9,27.63,49,71,12.08,RU,2022-04-15 21:31:39
454,Egvekinot,66.3167,-179.1667,18.61,85,83,16.87,RU,2022-04-15 21:31:39
455,Auki,-8.7676,160.7034,80.29,78,100,2.1,SB,2022-04-15 21:31:39
456,Lucea,18.451,-78.1736,84.06,69,28,9.19,JM,2022-04-15 21:31:40
457,Saint-Pierre,-21.3393,55.4781,74.88,79,0,6.91,RE,2022-04-15 21:31:40
458,Taruma,-22.7467,-50.5772,62.91,67,0,4.32,BR,2022-04-15 21:31:40
459,Pompeu,-19.2244,-44.9353,66.96,84,26,4.36,BR,2022-04-15 21:31:41
460,Traverse City,44.7631,-85.6206,39.72,45,75,17.27,US,2022-04-15 21:31:41
461,Rawson,-43.3002,-65.1023,72.28,32,5,11.92,AR,2022-04-15 21:31:41
462,Nayoro,44.3506,142.4578,37.94,61,4,3.38,JP,2022-04-15 21:31:42
463,Arawa,-6.2132,155.5367,81.77,82,99,1.61,PG,2022-04-15 21:31:42
464,Grande Prairie,55.1667,-118.8027,33.98,34,100,5.75,CA,2022-04-15 21:30:21
465,Rantoul,40.3084,-88.1559,63.34,56,100,16.11,US,2022-04-15 21:31:43
466,Broome,42.2506,-75.833,65.7,26,100,19.57,US,2022-04-15 21:31:43
467,Buluang,13.3068,123.3425,74.41,92,64,3.42,PH,2022-04-15 21:31:43
468,Canete,-37.8,-73.4,55.2,82,18,5.99,CL,2022-04-15 21:31:43
469,Oltu,40.5498,42.0013,36.43,84,52,2.17,TR,2022-04-15 21:31:44
470,Matane,48.8286,-67.522,42.35,86,93,3.18,CA,2022-04-15 21:29:35
471,Gamba,-2.65,10.0,76.87,89,100,3.29,GA,2022-04-15 21:31:44
472,Alakurtti,66.9672,30.3491,28.27,90,30,4.07,RU,2022-04-15 21:31:44
473,Constantine,36.365,6.6147,53.01,93,75,3.44,DZ,2022-04-15 21:31:45
474,Preobrazheniye,42.9019,133.9064,41.85,61,0,6.69,RU,2022-04-15 21:31:45
475,Hobyo,5.3505,48.5268,82.53,72,91,12.55,SO,2022-04-15 21:31:45
476,Dhari,21.3333,71.0167,77.13,58,0,8.14,IN,2022-04-15 21:31:46
477,Los Llanos De Aridane,28.6585,-17.9182,62.35,88,0,14.97,ES,2022-04-15 21:31:46
478,Alice Springs,-23.7,133.8833,69.22,32,20,0.0,AU,2022-04-15 21:30:12
479,Mandiana,10.6333,-8.6833,86.4,45,73,6.2,GN,2022-04-15 21:31:46
480,Ust-Nera,64.5667,143.2,8.28,97,99,3.71,RU,2022-04-15 21:26:53
481,Karakol,42.4907,78.3936,42.85,41,0,6.4,KG,2022-04-15 21:31:47
482,Prince Rupert,54.3161,-130.3201,48.29,31,0,8.05,CA,2022-04-15 21:31:12
483,Maksi,23.2667,76.15,82.26,21,0,13.42,IN,2022-04-15 21:31:47
484,Salvador,13.8333,-88.9167,83.05,47,35,10.6,SV,2022-04-15 21:31:48
485,Nuevo Ideal,24.8875,-105.0728,85.73,4,24,12.12,MX,2022-04-15 21:31:49
486,Airai,-8.9266,125.4092,61.36,88,100,1.77,TL,2022-04-15 21:31:49
487,Bredy,52.4153,60.3411,45.72,69,2,15.23,RU,2022-04-15 21:31:50
488,Damghan,36.1683,54.348,57.27,55,74,8.34,IR,2022-04-15 21:31:50
489,Huangnihe,43.5583,128.0239,39.99,43,10,7.72,CN,2022-04-15 21:31:50
490,Longhua,23.6137,114.1919,69.84,80,100,2.39,CN,2022-04-15 21:31:51
491,Goundam,16.4145,-3.6708,87.22,11,62,9.6,ML,2022-04-15 21:31:51
492,Bartica,6.4,-58.6167,80.92,85,97,4.79,GY,2022-04-15 21:31:51
493,Channel-Port Aux Basques,47.5702,-59.1367,36.73,81,100,18.5,CA,2022-04-15 21:31:52
494,Te Anau,-45.4167,167.7167,53.49,62,59,8.5,NZ,2022-04-15 21:31:52
495,Danville,36.586,-79.395,74.05,19,0,6.91,US,2022-04-15 21:28:41
496,Colesberg,-30.72,25.0972,48.58,77,98,23.78,ZA,2022-04-15 21:31:52
497,Fort Nelson,58.8053,-122.7002,36.99,25,0,8.05,CA,2022-04-15 21:31:53
498,Palu,-0.8917,119.8707,77.27,88,100,2.86,ID,2022-04-15 21:31:53
499,Boa Viagem,-5.1275,-39.7322,79.77,69,100,3.67,BR,2022-04-15 21:31:53
500,General Pico,-35.6566,-63.7568,62.89,39,0,7.23,AR,2022-04-15 21:31:19
501,Mogocha,53.7333,119.7667,21.13,74,51,4.09,RU,2022-04-15 21:32:54
502,Xai-Xai,-25.0519,33.6442,71.24,91,50,10.27,MZ,2022-04-15 21:32:54
503,Dhidhdhoo,6.8833,73.1,84.11,72,35,9.01,MV,2022-04-15 21:32:54
504,Maralal,1.0968,36.698,63.32,66,91,8.66,KE,2022-04-15 21:32:55
505,Seoul,37.5683,126.9778,44.04,87,0,2.3,KR,2022-04-15 21:30:09
506,Valley City,46.9233,-98.0032,21.72,79,100,20.71,US,2022-04-15 21:32:55
507,Oktyabrskiy,54.4815,53.471,35.53,86,100,13.71,RU,2022-04-15 21:32:55
508,Juneau,58.3019,-134.4197,47.84,32,20,10.36,US,2022-04-15 21:32:56
509,Pudozh,61.8099,36.5345,23.9,93,42,5.26,RU,2022-04-15 21:32:56
510,Tuatapere,-46.1333,167.6833,52.92,65,44,17.65,NZ,2022-04-15 21:32:56
511,Pemangkat,1.1667,108.9667,77.5,88,87,4.79,ID,2022-04-15 21:32:57
512,Beirut,33.8889,35.4944,65.37,42,0,1.14,LB,2022-04-15 21:28:42
513,Fortuna,40.5982,-124.1573,50.94,61,0,9.22,US,2022-04-15 21:32:57
514,Kruisfontein,-34.0033,24.7314,54.88,73,100,6.49,ZA,2022-04-15 21:32:47
515,Tado,5.266,-76.5649,87.62,94,100,3.15,CO,2022-04-15 21:32:58
516,Mogzon,51.7435,111.9606,31.68,84,100,6.85,RU,2022-04-15 21:32:58
517,Half Moon Bay,37.4636,-122.4286,72.41,59,0,16.11,US,2022-04-15 21:32:32
518,Paamiut,61.994,-49.6678,24.75,76,28,13.94,GL,2022-04-15 21:32:58
519,Tezu,27.9167,96.1667,62.51,89,100,7.47,IN,2022-04-15 21:32:59
520,Mount Isa,-20.7333,139.5,74.97,38,6,6.91,AU,2022-04-15 21:32:59
521,Moose Factory,51.2585,-80.6094,39.2,75,100,10.36,CA,2022-04-15 21:32:59
522,Sun Valley,39.5963,-119.776,61.48,33,75,17.0,US,2022-04-15 21:33:00
523,Maumere,-8.6199,122.2111,79.93,79,89,1.97,ID,2022-04-15 21:33:00
524,Porto Belo,-27.1578,-48.5531,69.75,74,9,17.29,BR,2022-04-15 21:29:28
525,San Policarpo,12.1791,125.5072,78.64,80,67,3.56,PH,2022-04-15 21:33:00
526,Marsa Matruh,31.3525,27.2453,59.2,82,0,4.61,EG,2022-04-15 21:33:01
527,Gizo,-8.103,156.8419,82.72,75,100,6.76,SB,2022-04-15 21:33:01
528,Uribia,11.7139,-72.266,89.08,49,55,24.18,CO,2022-04-15 21:33:02
529,Torit,4.4133,32.5678,72.23,86,100,1.79,SS,2022-04-15 21:30:12
530,Nurlat,54.4277,50.8051,32.34,86,70,9.46,RU,2022-04-15 21:33:03
531,Maldonado,-34.6667,-54.9167,63.79,86,82,7.34,UY,2022-04-15 21:32:06
532,Mount Gambier,-37.8333,140.7667,60.71,94,100,5.75,AU,2022-04-15 21:33:03
533,Maceio,-9.6658,-35.7353,81.84,69,0,10.36,BR,2022-04-15 21:33:03
534,Nha Trang,12.25,109.1833,78.8,92,60,1.36,VN,2022-04-15 21:33:04
535,Wanaka,-44.7,169.15,56.37,81,48,8.28,NZ,2022-04-15 21:33:04
536,Ascension,30.2169,-90.9001,80.6,76,100,9.22,US,2022-04-15 21:33:05
537,Meridian,43.6121,-116.3915,52.16,38,75,10.36,US,2022-04-15 21:30:13
538,Lerwick,60.1545,-1.1494,46.4,90,63,21.81,GB,2022-04-15 21:33:05
539,Vao,-22.6667,167.4833,75.4,79,87,8.75,NC,2022-04-15 21:33:06
540,Itarema,-2.9248,-39.9167,78.75,82,74,6.67,BR,2022-04-15 21:31:28
541,Lasa,46.6166,10.7002,58.08,93,61,6.42,IT,2022-04-15 21:33:06
542,Nhulunbuy,-12.2333,136.7667,77.61,94,75,10.36,AU,2022-04-15 21:34:07
543,Henties Bay,-22.116,14.2845,59.45,84,0,8.84,NA,2022-04-15 21:34:07
544,Kendari,-3.945,122.4989,75.43,94,95,3.2,ID,2022-04-15 21:34:07
545,Amparafaravola,-17.5833,48.2167,69.04,86,100,8.05,MG,2022-04-15 21:34:08
546,Padang,-0.9492,100.3543,78.75,83,100,2.39,ID,2022-04-15 21:34:08
547,Nagorsk,59.3172,50.8078,27.16,93,99,8.61,RU,2022-04-15 21:34:09
548,Waddan,29.1614,16.139,78.04,21,0,5.46,LY,2022-04-15 21:34:09
549,Kalmar,56.6616,16.3616,37.96,86,0,5.75,SE,2022-04-15 21:34:09
550,Marawi,7.9986,124.2928,68.02,92,46,2.01,PH,2022-04-15 21:34:10
551,Shimoda,34.6667,138.95,47.1,89,100,15.32,JP,2022-04-15 21:34:10
552,Naryan-Mar,67.6713,53.087,10.15,98,97,5.48,RU,2022-04-15 21:34:11
553,Shekhupura,31.7131,73.9783,80.65,31,0,6.87,PK,2022-04-15 21:34:11
554,Bafata,12.1667,-14.75,78.15,58,21,8.43,GW,2022-04-15 21:34:11
555,Ileza,61.0533,43.9002,24.33,93,39,6.42,RU,2022-04-15 21:34:12
556,Tomatlan,19.9333,-105.25,86.45,41,100,8.14,MX,2022-04-15 21:34:12
557,Balagansk,54.0103,103.0544,34.07,82,100,3.33,RU,2022-04-15 21:34:12
558,Hirara,24.8,125.2833,71.06,73,100,22.77,JP,2022-04-15 21:34:13
559,Abomsa,9.9833,39.9833,71.65,65,97,6.24,ET,2022-04-15 21:34:13
560,Dingzhou,38.5131,114.9956,41.11,37,75,6.24,CN,2022-04-15 21:34:14
561,Uvalde,29.3669,-99.767,83.12,31,100,6.91,US,2022-04-15 21:34:14
562,Mikun,62.3547,50.0771,25.74,84,100,9.75,RU,2022-04-15 21:34:14
563,Arroyo Grande,35.1186,-120.5907,73.85,61,0,21.85,US,2022-04-15 21:30:37
564,Horsham,51.064,-0.3272,57.72,74,0,3.44,GB,2022-04-15 21:30:42
